consumer_id,2023-01-01 00:00:00,2023-01-01 01:00:00,2023-01-01 02:00:00,2023-01-01 03:00:00,2023-01-01 04:00:00,2023-01-01 05:00:00,2023-01-01 06:00:00,2023-01-01 07:00:00,2023-01-01 08:00:00,2023-01-01 09:00:00,2023-01-01 10:00:00,2023-01-01 11:00:00,2023-01-01 12:00:00,2023-01-01 13:00:00,2023-01-01 14:00:00,2023-01-01 15:00:00,2023-01-01 16:00:00,2023-01-01 17:00:00,2023-01-01 18:00:00,2023-01-01 19:00:00,2023-01-01 20:00:00,2023-01-01 21:00:00,2023-01-01 22:00:00,2023-01-01 23:00:00,2023-01-02 00:00:00,2023-01-02 01:00:00,2023-01-02 02:00:00,2023-01-02 03:00:00,2023-01-02 04:00:00,2023-01-02 05:00:00,2023-01-02 06:00:00,2023-01-02 07:00:00,2023-01-02 08:00:00,2023-01-02 09:00:00,2023-01-02 10:00:00,2023-01-02 11:00:00,2023-01-02 12:00:00,2023-01-02 13:00:00,2023-01-02 14:00:00,2023-01-02 15:00:00,2023-01-02 16:00:00,2023-01-02 17:00:00,2023-01-02 18:00:00,2023-01-02 19:00:00,2023-01-02 20:00:00,2023-01-02 21:00:00,2023-01-02 22:00:00,2023-01-02 23:00:00
MTR_K_04,230.08,231.23,231.62,233.37,233.66,234.44,234.08,234.06,232.79,232.15,232.05,230.99,229.96,229.19,227.61,227.75,227.14,226.41,226.3,226.06,227.14,227.97,228.89,229.57,230.45,231.17,232.9,233.4,234.23,234.86,233.87,233.65,232.97,232.26,230.8,230.02,229.25,228.09,227.6,227.24,226.34,226.49,226.11,226.66,227.44,228.44,228.75,230.35
MTR_K_05,231.99,232.95,233.9,234.76,235.81,235.83,236.3,235.84,235.32,233.98,233.29,232.83,232.4,230.76,229.75,229.13,227.69,227.71,228.02,228.08,228.65,229.04,230.15,231.41,232.2,233.86,234.06,235.11,235.4,236.08,235.77,235.5,234.61,233.91,233.36,232.3,231.08,230.33,228.96,228.2,228.31,227.93,227.73,228.32,229.69,230.72,230.86,231.66
MTR_K_06,230.8,231.63,233.3,233.63,234.57,234.95,235.49,234.79,234.28,233.28,233.22,231.98,230.76,229.64,228.93,227.45,226.73,226.8,226.47,227.58,227.68,228.52,229.04,229.49,232.21,232.27,233.77,233.78,235.15,235.29,234.49,234.24,234.33,233.58,232.22,231.57,229.6,229.26,228.8,228.44,226.99,226.98,227.21,227.69,228.31,228.89,229.98,230.81
MTR_L_01,230.91,232.49,233.6,233.57,235.14,235.46,235.51,235.0,234.4,234.04,232.82,232.35,231.32,230.74,228.78,227.88,226.91,227.16,227.23,226.56,227.87,228.98,229.77,230.99,231.61,232.73,233.45,234.44,234.22,235.1,234.79,235.13,234.11,233.13,232.18,231.41,231.07,229.0,228.41,227.53,227.15,227.53,227.03,227.26,227.8,228.94,230.48,231.79
MTR_L_02,232.77,233.54,234.23,235.09,235.87,236.24,236.57,236.2,235.62,235.41,233.44,233.16,232.62,230.84,229.52,229.64,228.75,228.73,228.31,228.57,229.31,229.56,230.92,231.55,233.26,233.85,234.82,236.33,236.21,236.65,236.07,236.87,235.8,234.6,233.65,232.42,232.35,230.56,229.34,229.19,229.23,228.79,228.44,228.62,229.81,230.52,231.07,232.5
MTR_L_03,231.48,232.49,233.5,234.24,235.36,235.56,235.51,235.16,235.45,234.47,233.8,232.15,231.21,230.44,229.2,228.49,227.92,227.77,227.76,227.81,228.82,228.99,230.0,230.52,231.79,233.38,233.9,235.34,235.61,235.7,235.94,235.47,234.6,233.77,233.42,231.46,231.02,229.3,228.66,227.95,228.03,228.38,228.3,228.3,228.48,229.78,230.48,231.57
MTR_L_04,231.87,232.83,233.52,234.62,235.81,235.53,235.7,235.38,235.1,233.59,234.16,232.56,231.56,231.15,229.41,228.78,228.06,227.43,227.77,227.66,228.94,229.97,230.69,232.08,232.0,233.4,234.18,235.28,235.4,235.09,235.59,235.25,235.09,234.14,232.66,232.25,231.22,229.73,229.07,228.58,228.18,227.52,227.83,228.44,228.44,229.69,230.62,232.18
MTR_L_05,229.88,231.7,232.53,233.55,234.52,234.99,235.27,234.43,234.21,233.32,232.66,231.72,230.23,229.91,228.12,227.58,227.1,227.35,226.99,226.6,227.32,228.23,229.85,230.62,231.48,232.47,233.06,233.88,234.52,234.5,234.59,234.5,233.66,232.66,232.11,231.08,230.28,228.47,227.63,228.01,227.04,226.31,226.84,227.57,227.84,229.35,229.96,230.81
MTR_L_06,230.05,230.12,231.47,232.0,233.59,233.43,233.75,233.68,232.74,232.11,231.39,230.25,228.57,227.77,227.39,226.21,225.64,225.27,225.44,225.56,226.19,227.17,228.01,228.28,230.57,231.15,232.44,233.3,233.17,233.25,234.02,233.59,232.3,231.97,230.74,230.48,228.67,227.33,226.68,226.97,225.38,225.38,226.43,225.43,225.79,227.04,227.96,228.79
MTR_M_01,231.43,231.97,233.02,234.13,234.56,234.84,234.57,234.7,234.58,234.44,232.79,232.47,231.18,230.23,229.67,228.16,227.82,226.67,227.16,226.79,228.18,228.29,229.95,231.22,231.55,232.79,233.07,234.46,234.52,234.67,235.43,234.65,234.26,233.26,231.74,230.82,230.17,229.98,228.54,227.65,226.97,227.27,227.59,227.67,228.03,228.57,230.25,231.08
MTR_M_02,229.77,230.43,231.64,232.4,233.43,233.34,233.8,233.58,232.54,232.07,231.68,230.22,228.99,228.6,227.42,226.63,225.94,225.58,225.95,226.0,226.61,227.59,227.78,228.61,231.0,231.29,232.44,232.97,233.51,233.5,234.0,233.33,232.74,232.59,231.42,230.33,228.78,228.46,227.46,226.53,225.94,225.77,225.49,226.15,227.26,227.7,228.76,229.39
MTR_M_03,231.58,232.38,233.59,233.88,234.01,235.23,235.52,234.67,234.84,234.02,233.16,232.73,231.6,230.16,229.5,228.5,227.78,227.31,227.54,227.3,228.64,228.61,229.42,230.74,231.75,232.64,233.84,233.67,235.63,235.41,234.98,234.86,234.3,233.19,232.32,231.44,230.11,229.64,228.17,227.59,227.41,227.13,227.34,228.34,227.88,229.28,230.54,231.34
MTR_M_04,231.89,232.68,233.86,234.71,235.24,235.7,236.05,235.57,234.8,234.17,233.31,232.64,231.88,230.47,230.09,228.99,229.14,228.02,227.49,228.44,229.18,229.07,229.82,231.06,232.31,233.15,234.08,234.44,235.58,235.92,235.61,235.38,235.03,234.0,232.94,231.14,230.66,229.82,229.52,228.8,227.98,227.8,228.17,229.1,228.85,229.87,230.97,231.62
MTR_M_05,230.65,231.96,232.16,233.32,233.25,234.23,234.41,234.12,233.4,233.33,232.2,231.42,230.19,229.37,228.3,227.51,226.39,226.16,226.27,226.54,227.82,227.99,229.22,229.99,231.24,232.75,232.95,233.77,234.22,234.33,234.64,234.38,233.73,232.66,231.65,230.86,229.05,229.19,227.35,227.07,226.72,226.28,226.8,227.4,226.87,228.92,229.45,231.34
MTR_M_06,231.63,232.22,233.78,234.1,234.88,235.37,235.57,234.95,234.5,235.07,232.92,232.6,231.13,230.7,229.55,228.22,228.22,228.25,227.39,227.74,229.15,228.65,230.15,230.01,232.25,232.9,233.61,234.06,235.4,235.02,234.82,235.03,235.22,233.93,232.63,231.89,230.35,229.92,228.96,228.4,228.13,227.42,227.69,228.01,227.75,229.83,230.87,231.9
MTR_N_01,230.49,231.14,231.92,233.18,234.04,233.35,234.07,233.85,233.88,232.68,231.69,231.23,229.75,228.59,227.68,227.14,226.3,227.1,226.25,227.01,226.92,228.29,228.6,229.24,231.01,231.9,232.7,233.25,233.93,234.3,234.22,233.54,233.49,232.73,231.49,230.34,229.33,228.53,226.41,226.78,226.21,226.15,226.15,227.01,226.91,228.29,228.83,229.99
MTR_N_02,229.9,230.42,232.01,232.91,232.93,233.69,233.39,233.9,233.4,232.59,231.11,230.24,229.15,228.57,227.95,227.03,225.46,226.57,226.21,226.08,226.52,227.37,228.28,229.42,230.92,230.7,232.1,232.64,233.77,233.9,233.96,233.2,232.59,231.87,231.43,229.58,229.01,227.64,227.3,226.26,225.82,225.66,225.47,225.82,226.98,227.72,228.8,229.81
MTR_N_03,230.18,230.56,231.89,232.14,233.4,233.39,233.54,234.36,233.19,232.31,231.42,230.52,229.37,228.41,227.39,227.61,225.4,226.84,226.07,226.28,226.57,227.84,228.14,229.45,230.73,231.11,232.44,232.88,233.02,233.47,233.73,233.04,232.27,232.06,231.28,229.51,228.94,228.26,227.11,226.89,225.51,225.18,226.17,226.13,227.17,228.41,229.01,230.03
MTR_N_04,229.56,230.26,230.8,232.04,232.13,233.19,233.15,233.54,232.9,232.1,230.29,230.41,228.51,228.04,226.44,226.41,224.75,225.87,225.99,225.68,225.91,226.0,227.53,228.9,229.64,231.16,231.62,232.67,232.91,233.28,233.07,231.89,232.67,231.33,230.62,229.19,228.26,227.71,226.09,225.74,224.77,224.74,225.14,225.73,226.72,227.26,229.17,229.38
MTR_N_05,230.82,231.75,233.24,233.52,233.99,234.83,234.52,234.7,234.46,232.69,232.87,231.09,230.98,229.78,227.62,227.34,226.97,226.44,226.5,227.28,227.41,227.89,228.99,229.52,230.89,232.04,233.09,234.01,233.81,233.89,234.16,234.44,233.97,232.58,231.51,230.95,229.43,229.13,227.56,227.3,226.04,226.92,227.19,226.86,228.25,228.73,229.24,230.54
MTR_N_06,231.19,232.38,233.5,233.91,234.65,235.64,235.69,234.8,234.72,234.26,232.53,231.79,231.28,230.24,228.71,227.72,227.0,227.03,227.97,227.65,228.07,228.53,229.46,230.33,231.48,232.07,233.1,234.26,234.07,235.89,234.24,234.57,234.61,233.1,231.61,231.05,230.25,229.64,228.79,227.88,227.58,227.26,228.11,226.48,228.22,229.58,230.12,231.68
MTR_O_01,232.09,233.24,233.75,235.48,235.81,235.39,236.0,236.1,235.61,234.39,233.88,233.06,231.19,230.99,229.79,228.98,228.05,228.63,228.4,228.3,228.45,229.07,230.17,231.33,232.56,233.51,234.37,235.42,236.22,236.05,236.33,235.37,234.81,233.98,233.28,232.5,231.37,230.61,228.8,229.04,227.97,228.43,227.85,228.81,229.33,229.83,231.13,231.49
MTR_O_02,230.97,231.96,232.88,233.66,234.6,234.63,234.35,235.18,234.11,233.76,232.74,231.95,230.87,229.71,228.43,228.15,226.77,227.28,227.57,227.51,228.34,229.15,229.55,230.49,231.4,232.35,233.64,233.65,234.53,235.04,235.47,234.79,234.49,233.62,232.52,231.62,229.74,228.96,229.17,227.97,226.67,226.43,227.13,227.49,227.64,229.08,229.76,231.04
MTR_O_03,232.7,233.24,234.75,235.32,235.0,235.67,236.84,235.68,235.7,235.04,233.9,233.25,231.73,230.65,229.59,228.98,228.96,228.95,228.07,228.23,228.74,230.17,230.85,231.91,233.35,234.09,234.59,235.76,235.96,236.08,236.77,236.1,234.85,234.55,234.07,232.65,231.45,230.51,229.38,228.77,228.44,228.23,227.65,228.83,229.82,230.36,231.77,232.26
MTR_O_04,232.28,232.97,234.04,235.23,235.21,236.12,236.3,236.38,236.08,235.32,234.27,233.49,231.67,230.8,230.21,228.65,228.64,228.48,228.69,228.84,229.49,229.49,230.48,231.74,232.89,234.15,234.56,235.44,236.47,235.97,236.74,235.58,235.45,234.64,232.9,232.61,231.74,229.79,229.64,228.82,227.97,228.54,227.86,228.68,229.9,230.57,231.2,232.58
MTR_O_05,229.23,229.97,230.85,232.22,232.62,233.84,233.84,232.34,232.25,231.89,231.76,230.03,228.66,227.96,227.38,226.06,225.97,225.02,225.16,225.68,225.97,226.98,227.77,229.13,230.09,231.37,231.74,232.11,232.76,233.26,233.4,232.28,232.13,231.45,230.66,229.42,228.17,227.11,226.74,226.25,225.7,225.27,225.6,225.7,226.47,226.78,227.99,229.61
MTR_O_06,231.24,231.35,232.57,233.59,234.81,234.79,235.03,234.86,233.81,233.24,232.65,231.78,230.98,229.59,228.78,227.56,227.56,227.38,226.68,227.12,227.21,228.53,229.66,230.18,231.61,232.04,233.73,233.85,234.24,234.93,234.56,234.97,233.93,233.48,231.82,231.08,230.1,228.72,228.05,227.82,227.01,226.93,226.91,227.72,227.58,228.59,229.47,230.49
MTR_P_01,228.57,230.04,231.01,231.75,232.57,233.03,232.97,232.76,232.82,231.32,231.18,229.55,229.14,227.84,226.82,225.75,225.3,225.2,224.89,225.89,225.38,226.85,227.28,228.46,229.97,230.34,231.23,232.4,232.72,233.3,233.43,232.84,232.56,231.73,229.7,230.14,227.76,227.54,226.6,225.26,225.08,225.07,225.36,225.15,226.26,226.11,228.68,228.85
MTR_P_02,231.24,232.44,234.02,234.7,235.22,236.43,236.29,235.76,235.63,234.57,234.41,232.92,231.61,230.71,229.45,229.1,228.43,228.43,228.0,228.25,228.38,229.51,229.79,231.29,233.09,233.58,234.65,234.77,235.55,235.86,235.48,235.47,235.72,234.31,233.08,232.18,231.38,229.96,228.83,228.14,228.63,227.74,227.6,228.71,228.54,229.83,230.34,231.55
MTR_P_03,231.49,233.31,235.23,234.91,235.64,236.48,236.59,236.48,235.49,235.47,234.65,233.18,232.0,230.81,229.49,229.22,229.2,228.94,228.26,228.25,229.57,229.74,230.89,231.97,233.28,234.42,234.53,235.67,236.06,235.95,236.0,236.53,234.81,234.34,233.78,233.06,231.96,230.81,229.56,228.63,228.81,228.18,228.19,228.77,229.73,230.14,231.31,232.25
MTR_P_04,229.28,230.76,231.74,233.17,233.03,233.44,233.37,233.86,233.24,232.41,231.95,230.52,229.36,228.1,227.51,226.48,226.09,226.3,225.98,226.86,226.54,227.46,227.95,229.28,230.49,231.33,231.38,233.12,233.53,233.95,233.8,232.99,233.04,232.42,230.56,230.51,229.27,227.48,226.94,226.34,225.93,226.43,225.71,226.02,226.7,227.03,228.82,230.49
MTR_P_05,231.25,232.31,233.33,234.62,234.69,235.97,235.43,235.88,234.92,233.91,233.67,231.76,231.66,230.19,229.44,228.66,228.71,227.18,227.81,227.11,228.27,229.27,230.21,230.86,231.92,233.14,233.87,235.47,235.72,235.27,235.58,235.5,234.33,234.01,232.84,231.56,230.25,229.56,228.88,228.02,227.85,227.85,228.18,228.41,228.93,229.67,230.52,231.67
MTR_P_06,229.84,230.98,231.25,232.96,233.23,233.79,233.56,233.63,232.68,232.75,232.05,230.02,230.02,228.92,227.4,226.66,226.31,225.78,226.51,226.33,226.59,227.65,228.05,229.62,230.68,230.96,231.76,232.98,233.58,233.57,234.43,233.79,233.38,232.78,230.76,230.04,228.77,228.27,227.36,226.41,226.33,226.03,225.54,225.98,227.37,227.94,229.15,230.56
MTR_Q_01,230.33,232.67,232.07,233.48,234.22,235.14,235.15,235.13,234.4,233.98,232.72,232.31,230.88,230.35,228.63,228.13,227.33,226.64,227.33,227.16,228.27,228.3,229.54,229.9,231.51,232.85,233.81,233.61,235.0,235.54,234.39,234.67,233.67,233.52,232.43,231.77,229.99,228.74,227.99,228.28,226.65,226.9,227.67,227.86,228.72,229.26,229.58,230.81
MTR_Q_02,230.64,232.22,232.55,234.08,234.93,235.06,235.39,234.67,234.6,233.78,232.85,231.75,230.93,230.17,228.24,228.02,227.63,226.9,227.42,227.63,227.42,228.63,229.51,229.9,231.2,232.13,233.44,234.09,234.14,235.09,234.53,234.75,233.56,233.94,232.18,231.37,229.88,229.3,228.3,227.65,227.18,226.18,226.74,227.36,228.12,229.61,229.29,230.3
MTR_Q_03,229.03,230.63,231.19,232.45,232.97,233.28,233.96,232.7,232.82,231.94,231.22,231.03,228.88,228.12,227.1,226.14,226.14,225.5,225.22,225.77,226.61,227.19,227.46,228.89,229.98,231.0,232.0,232.82,232.99,233.11,233.53,233.03,232.72,231.73,230.3,229.94,228.55,228.02,226.66,226.46,225.84,225.05,225.21,226.27,226.55,227.49,228.22,229.12
MTR_Q_04,229.4,231.71,231.5,232.57,233.6,233.73,233.85,233.74,233.73,232.67,232.36,230.63,229.4,228.49,227.49,227.17,226.22,225.59,225.94,225.48,226.69,227.43,227.95,229.76,230.04,231.41,232.84,233.84,233.41,234.37,234.26,233.38,232.83,232.08,231.06,229.86,229.63,228.41,227.32,226.29,226.35,225.38,226.03,226.38,226.98,228.24,228.58,229.91
MTR_Q_05,229.19,230.51,230.74,231.9,232.69,233.43,233.79,232.7,232.98,231.33,231.3,230.34,228.18,227.52,226.43,225.69,224.81,224.97,225.08,225.31,226.31,226.21,227.44,229.53,229.95,231.04,231.77,232.7,232.04,233.59,233.79,232.23,232.14,231.82,230.4,229.18,228.43,227.27,226.68,226.14,225.51,224.96,225.06,226.25,226.33,227.08,227.98,229.11
MTR_Q_06,230.08,231.65,232.01,232.93,234.08,234.06,234.26,233.84,233.58,232.68,232.1,231.07,229.59,229.09,227.91,226.63,226.5,225.86,225.65,226.43,227.07,228.42,228.47,229.55,230.44,231.66,233.27,233.98,234.63,234.07,234.42,233.48,233.61,233.27,231.63,230.0,229.9,227.9,227.0,226.91,226.72,226.13,227.17,227.04,227.33,228.58,228.81,230.5
MTR_R_01,230.71,232.65,232.75,233.4,234.73,235.08,235.17,234.28,234.1,233.53,232.38,231.39,230.67,229.2,228.33,226.99,226.92,226.76,226.27,227.03,227.04,227.63,229.33,230.18,231.29,232.55,232.85,233.84,234.56,234.37,235.74,234.53,233.16,232.89,232.02,231.34,230.07,228.68,228.39,227.18,226.19,226.46,226.8,227.34,227.54,229.13,229.55,230.86
MTR_R_02,232.44,233.01,234.56,234.61,235.41,236.28,235.85,235.93,235.22,234.56,233.46,232.92,231.74,230.32,229.43,228.74,227.86,227.63,228.11,227.77,228.34,229.1,230.5,231.19,232.33,233.68,234.51,234.98,235.67,236.16,235.92,235.13,234.74,234.17,232.82,230.94,231.31,230.55,229.28,228.04,227.86,227.21,227.95,228.11,228.59,229.45,230.46,231.8
MTR_R_03,232.25,232.89,233.0,234.58,234.66,235.8,235.76,235.01,234.54,233.74,233.62,231.82,230.64,229.55,228.75,228.1,227.79,227.95,227.32,227.65,228.04,228.9,229.38,231.01,231.52,233.68,233.6,234.35,234.6,234.93,236.52,235.47,233.63,233.76,233.08,231.61,230.71,229.45,229.19,227.76,227.55,226.74,226.94,228.29,228.12,229.94,229.81,231.13
MTR_R_04,231.92,232.87,233.33,234.62,235.23,235.96,236.11,235.77,234.78,234.21,233.68,232.5,231.2,229.83,228.99,228.52,227.47,228.18,227.25,227.65,228.69,229.79,230.37,231.08,232.0,233.48,234.24,234.74,235.43,235.9,235.79,235.61,233.85,233.4,233.27,232.01,230.47,230.09,228.77,228.59,227.99,226.95,227.96,228.06,228.85,230.06,230.33,231.45
MTR_R_05,232.04,233.35,234.78,235.52,235.79,236.57,236.94,236.76,235.47,234.66,234.23,233.44,232.68,231.08,229.68,229.09,228.18,228.44,228.21,228.81,229.31,230.06,230.57,231.33,232.65,233.99,235.24,235.33,235.58,236.66,235.84,235.53,235.29,234.86,233.26,232.73,231.33,231.27,230.17,228.33,228.01,228.58,228.48,228.69,229.88,229.98,231.17,232.47
MTR_R_06,230.93,232.67,233.3,234.0,234.87,235.34,235.71,234.29,233.93,234.26,232.97,232.07,230.57,229.33,228.38,227.71,227.42,227.59,226.71,227.75,227.86,228.56,229.78,231.32,231.76,233.2,233.73,234.18,234.21,234.78,235.71,235.0,234.32,232.94,232.52,231.7,230.38,229.59,228.12,227.39,227.27,226.69,227.28,227.52,228.19,229.26,230.14,230.78
MTR_S_01,231.58,232.79,233.4,233.91,234.98,235.68,235.29,234.48,235.1,234.3,233.78,232.5,231.16,229.76,229.09,228.48,227.99,227.67,228.25,227.36,228.43,229.14,229.15,231.24,232.02,232.93,233.75,235.32,234.73,236.06,235.83,235.07,235.05,234.03,232.82,231.52,231.41,229.48,228.92,227.68,227.65,227.58,228.04,227.37,229.15,229.57,230.3,232.14
MTR_S_02,231.86,233.05,234.27,234.92,235.13,236.16,236.63,235.96,235.71,234.5,233.72,232.34,231.5,230.9,229.48,228.91,228.91,227.28,227.6,227.8,228.85,229.73,230.35,231.28,232.83,232.88,234.24,234.9,235.66,235.49,236.38,235.12,235.31,234.64,232.64,231.86,231.05,229.74,229.01,228.27,228.04,227.93,228.45,227.93,228.82,230.32,230.69,231.67
MTR_S_03,232.48,234.03,235.02,236.12,235.99,237.16,237.28,236.46,236.04,235.7,234.46,233.18,232.68,232.04,231.12,229.67,229.98,228.41,228.81,229.39,229.47,230.19,231.69,231.92,232.79,234.78,234.98,235.94,236.41,236.27,236.75,236.71,236.13,235.88,233.6,232.88,231.73,230.43,229.96,229.25,228.76,229.43,229.02,229.32,229.97,230.99,232.36,232.97
MTR_S_04,232.8,233.39,235.06,234.99,236.13,236.63,236.74,236.48,235.43,235.16,234.37,233.6,232.71,231.66,231.17,229.52,229.06,228.86,228.36,228.73,229.27,230.17,230.75,232.33,233.1,233.86,234.54,236.06,236.87,235.81,236.39,235.8,236.11,234.76,234.14,233.2,232.03,230.49,229.76,228.94,228.88,228.22,228.94,228.65,229.77,230.66,231.13,232.68
MTR_S_05,230.04,230.97,231.81,232.37,233.24,233.6,234.09,233.15,232.88,231.21,231.44,230.41,229.44,228.53,228.43,226.94,225.88,225.73,226.07,225.86,226.45,227.41,228.52,228.69,230.58,232.06,233.05,232.38,233.6,234.02,234.01,233.59,233.03,232.32,231.04,230.43,228.77,227.68,227.43,227.41,226.35,226.07,226.31,225.79,227.14,227.15,229.23,230.3
MTR_S_06,229.75,230.66,231.57,232.71,233.68,233.64,234.36,232.89,232.89,232.56,232.11,230.85,229.19,229.09,227.7,227.17,226.21,225.21,226.35,226.45,226.13,227.19,228.56,229.42,230.67,231.62,233.05,232.85,233.07,234.2,234.12,233.86,233.25,231.81,231.09,230.24,228.95,228.31,227.07,227.28,225.87,226.6,226.2,226.21,226.92,227.06,228.97,230.61
MTR_T_01,230.84,232.68,232.67,232.97,233.92,234.4,234.05,234.44,234.06,233.72,232.81,231.78,229.89,229.47,228.34,227.45,226.38,226.39,226.15,226.04,227.32,227.95,229.98,229.94,231.47,231.54,232.94,233.71,234.21,234.12,234.44,234.25,234.28,233.54,232.15,230.86,229.99,228.45,227.83,227.14,227.34,226.86,226.65,227.23,228.04,228.54,229.8,230.74
MTR_T_02,232.1,233.04,233.74,234.82,235.6,236.28,236.02,235.74,234.94,234.71,234.27,232.8,231.47,230.78,230.42,229.3,228.2,227.96,228.45,228.8,228.51,229.85,230.12,231.4,232.62,233.77,234.46,235.15,235.45,235.97,236.02,236.03,235.2,234.32,233.19,232.71,231.5,229.89,229.52,228.89,228.69,228.39,228.1,228.13,228.92,230.08,231.37,232.19
MTR_T_03,231.16,232.4,233.0,233.75,234.86,235.54,235.45,235.38,234.51,233.69,232.8,231.99,230.54,229.59,228.58,227.93,227.55,227.34,227.11,227.08,227.35,228.63,229.51,230.74,231.97,232.91,233.94,234.25,234.94,234.64,234.66,235.23,234.28,233.67,232.38,231.05,230.44,229.4,228.44,227.03,227.55,227.09,227.27,227.43,228.78,229.16,230.55,231.53
MTR_T_04,232.11,232.78,233.73,234.68,235.38,236.03,235.01,235.59,234.51,234.69,233.69,232.04,231.28,230.22,229.54,228.22,227.64,227.18,227.6,227.76,227.67,229.39,229.63,231.06,232.06,233.02,233.86,234.44,235.05,235.33,236.28,236.16,234.03,234.35,233.04,232.23,230.77,230.02,228.2,227.99,227.54,227.86,227.37,227.96,228.46,229.74,230.76,231.96
MTR_T_05,229.93,231.09,232.56,232.67,233.15,234.24,234.41,233.64,233.67,232.92,232.18,230.36,230.16,228.77,227.07,227.27,226.9,225.85,226.22,225.97,226.96,227.61,228.63,229.62,230.67,231.54,231.98,232.93,233.72,233.83,233.89,233.58,233.01,232.08,231.13,230.47,229.18,228.32,227.38,226.33,226.25,226.24,226.71,226.44,226.51,228.23,228.56,230.16
MTR_T_06,229.43,229.89,231.43,231.77,232.95,233.2,233.27,232.83,232.41,231.94,231.43,230.35,229.0,227.81,226.92,226.31,226.02,225.39,225.4,225.69,226.11,227.69,228.23,228.93,229.63,230.47,232.15,231.72,232.78,232.81,232.71,232.76,232.18,231.85,230.13,229.77,227.98,226.99,227.0,226.0,225.47,224.83,225.63,225.98,226.57,227.52,228.28,229.73
MTR_U_01,231.43,232.68,232.84,234.38,235.42,235.44,234.9,234.65,234.96,234.23,233.47,232.26,231.27,230.62,228.86,228.36,227.42,228.02,227.58,228.31,228.02,228.96,229.67,230.37,232.44,233.41,234.44,235.12,235.02,234.84,235.84,234.94,234.47,234.02,232.86,231.2,230.94,229.1,228.68,228.14,227.43,227.16,227.48,227.8,229.7,229.61,230.38,231.76
MTR_U_02,230.68,232.28,232.51,233.79,233.97,235.32,234.1,235.06,234.06,233.24,232.59,231.79,230.84,229.54,228.5,227.87,227.81,227.08,226.83,227.42,227.88,228.89,228.9,229.73,230.95,231.95,233.08,233.63,235.32,234.7,234.84,233.75,233.23,232.14,232.42,230.76,230.34,229.29,227.95,228.06,226.52,227.49,227.15,226.62,227.84,227.92,229.85,230.59
MTR_U_03,232.34,233.87,234.35,235.77,235.99,236.64,236.36,235.43,235.27,235.07,234.83,233.39,232.61,231.16,229.99,229.09,229.19,228.43,228.54,229.03,228.86,229.41,231.72,231.82,232.75,234.57,235.35,235.86,236.7,236.41,236.82,236.51,236.09,234.42,234.84,232.91,232.27,230.59,229.83,229.65,228.75,228.67,228.79,229.17,229.51,230.41,231.11,232.72
MTR_U_04,231.64,232.6,233.33,234.95,235.45,236.3,235.54,234.91,235.32,234.94,233.67,232.26,230.96,230.47,229.33,228.46,228.46,228.51,227.7,228.04,228.21,228.99,230.11,230.85,231.97,233.69,234.03,235.35,235.47,235.7,236.08,235.15,234.48,234.29,232.57,231.63,231.39,230.29,229.62,228.6,227.91,227.39,227.69,228.52,229.23,229.61,230.29,231.94
MTR_U_05,229.73,231.14,231.77,232.54,233.82,233.08,232.66,233.75,233.02,231.75,231.15,230.6,229.73,228.42,228.1,226.09,226.31,226.0,225.8,225.63,226.77,227.08,227.3,229.1,230.46,231.11,232.22,233.67,233.75,233.99,233.97,233.46,231.89,231.24,231.4,229.53,228.84,228.44,226.44,226.13,225.82,226.03,226.34,225.83,227.15,227.39,229.17,229.21
MTR_U_06,233.38,233.81,234.4,235.3,235.9,237.14,235.69,235.8,236.24,235.41,234.51,233.54,232.63,231.7,229.83,229.72,229.0,229.09,229.08,228.2,229.03,229.58,231.97,231.84,233.48,234.35,234.88,235.69,236.73,236.94,237.37,236.39,235.74,234.94,234.09,232.26,232.18,230.61,230.24,229.63,228.71,229.07,228.75,229.28,230.8,230.89,231.89,232.66
MTR_V_01,231.8,233.21,234.34,234.4,234.9,236.35,236.34,235.51,234.97,234.23,233.75,232.25,231.63,230.14,229.39,228.65,227.76,228.11,227.48,227.64,228.78,228.94,229.79,231.59,232.49,233.51,234.16,235.38,235.99,236.18,235.2,235.7,235.26,234.78,233.12,232.09,231.24,229.88,228.41,228.22,228.22,227.53,228.09,228.86,228.99,229.92,230.73,232.27
MTR_V_02,230.74,231.62,232.87,233.62,233.83,234.75,234.82,234.66,233.92,233.76,232.16,232.35,230.49,229.79,227.88,228.44,227.23,227.4,226.79,226.86,227.57,228.45,228.91,229.55,231.04,232.54,232.98,233.92,234.11,234.74,234.15,235.02,233.7,232.68,231.36,231.53,229.79,229.03,227.74,227.42,226.85,226.47,227.01,227.22,227.4,228.62,229.2,231.08
MTR_V_03,231.52,232.58,233.56,234.58,234.88,235.5,235.91,235.04,235.41,235.26,233.0,232.7,231.62,230.86,229.19,228.57,228.63,227.92,227.69,227.55,228.59,228.56,229.82,231.09,232.12,232.88,234.16,235.25,234.67,235.84,235.29,235.25,234.42,233.85,232.4,232.15,231.13,230.21,228.93,228.41,227.51,227.46,227.86,228.69,228.72,229.7,229.69,231.75
